file-timestamp,2023-07-08T19:28:07
station-id,33053
station-name,Granta at Stapleford
data-type-id,spi
data-type-name,Standardised Precipitation Index
reference-period,1961-2010
distribution,Gamma
month,spi-1,spi-3,spi-6,spi-9,spi-12,spi-18,spi-24
2022-07,-3.659,-2.368,-2.142,-2.592,-1.719,-1.584,-0.466
2022-08,-0.847,-2.451,-2.996,-2.468,-1.891,-1.716,-0.921
2022-09,-0.66,-2.541,-3.269,-3.246,-2.45,-1.894,-0.977
2022-10,0.54,-0.487,-1.772,-1.826,-2.453,-1.305,-1.283
2022-11,1.451,0.583,-0.814,-1.379,-1.342,-1.246,-0.779
2022-12,0.162,1.116,-0.495,-1.334,-1.574,-1.373,-1.15
2023-01,-0.116,0.817,0.077,-0.969,-1.069,-1.336,-1.209
2023-02,-2.453,-0.818,-0.013,-1.172,-1.66,-1.44,-1.329
2023-03,1.974,0.544,1.008,-0.194,-0.904,-1.015,-0.908
2023-04,0.528,0.926,1.081,0.412,-0.487,-1.134,-0.599
2023-05,0.181,1.272,0.462,0.64,-0.315,-0.728,-0.834
2023-06,-1.003,-0.403,-0.009,0.633,-0.379,-1.164,-1.175
